ID,age,Sex,nssec8,SES,ethgrp5,eth_new,bmival,TotalKcal_M_0,TotalKcal_SD_0,TotalKcal_M_1,TotalKcal_SD_1,desire_0.200,desire_201.500,desire_501.750,desire_751.1000,desire_1001.,location,external,restraint,emotional,automaticity,pbc,microsim.init.eatingstatus,habit.update.interval,autonomy,history_0.200,history_201.500,history_501.750,history_751.1000,history_1001.,PD
242,66,m,7,low,white,white,25.51450638,1439.83225,616.5021198,317.3875,152.1782789,0.230136986,0.624657534,0.139726027,0.005479452,0,GLondon,1.9,0.413043478,0.146153846,0.3,0.413043478,1,131,0.996811099,0.22739726,0.673972603,0.098630137,0,0,0
243,16,f,5,medium,white,white,28.67859701,1067.26175,572.2980588,99.33125,69.84400885,0.923287671,0.076712329,0,0,0,GLondon,2.2,0.360869565,0.130769231,0.366666667,0.360869565,1,150,0.262781959,0.920547945,0.079452055,0,0,0,0
244,23,f,8,low,white,white,29.86055123,920.9504938,135.9369285,503.75,162.2838768,0.032876712,0.520547945,0.383561644,0.060273973,0.002739726,GLondon,2.8,0.586956522,0.192307692,0.5,0.586956522,1,52,0.2969017,0.021917808,0.465753425,0.446575342,0.065753425,0,0.166666667
245,29,f,5,medium,white,white,34.37466092,1406.11805,332.9239941,594.9166667,215.3128093,0.024657534,0.312328767,0.42739726,0.208219178,0.02739726,GLondon,2.8,0.552173913,0.376923077,0.5,0.552173913,1,127,0.176540029,0.024657534,0.295890411,0.44109589,0.194520548,0.043835616,0.25
246,33,m,2,high,other,mixed/other,27.77226741,2656.574375,943.0961739,294.8975,183.0930733,0.263013699,0.610958904,0.120547945,0.005479452,0,GLondon,3.2,0.569565217,0.453846154,0.588888889,0.569565217,1,140,0.739770009,0.243835616,0.602739726,0.150684932,0.002739726,0,0.5
247,50,m,l15,low,other,mixed/other,27.42317902,1978.9825,450.8472606,237.3813333,92.67305037,0.353424658,0.646575342,0,0,0,GLondon,2.7,0.37826087,0.192307692,0.477777778,0.37826087,1,45,0.984817538,0.306849315,0.693150685,0,0,0,0.5
248,57,f,8,low,white,white,30.81717452,1641.981,121.8239336,58.7898,27.7137775,1,0,0,0,0,GLondon,2.9,0.726086957,0.3,0.522222222,0.726086957,1,120,0.084154235,1,0,0,0,0,0.25
249,57,f,4,medium,white,white,31.7961556,1175.03405,449.9050836,106.075,45.37718773,0.978082192,0.021917808,0,0,0,GLondon,2.6,0.534782609,0.346153846,0.455555556,0.534782609,1,80,0.022273453,0.980821918,0.019178082,0,0,0,0
250,32,f,7,low,white,white,21.11910644,864.63,304.0024335,344.8975,237.8786035,0.194520548,0.504109589,0.265753425,0.035616438,0,GLondon,2.4,0.517391304,0.253846154,0.411111111,0.517391304,1,118,0.112314622,0.221917808,0.471232877,0.257534247,0.04109589,0.008219178,0
251,30,m,6,medium,white,white,23.18483152,1534.54296,429.2230253,556.9375,358.367438,0.115068493,0.328767123,0.246575342,0.18630137,0.123287671,GLondon,2.4,0.360869565,0.1,0.411111111,0.360869565,1,44,0.625771742,0.098630137,0.284931507,0.306849315,0.161643836,0.147945205,0.333333333
252,34,f,3,medium,other,mixed/other,22.40973684,1744.480056,470.7484504,176.14,128.4114117,0.542465753,0.454794521,0.002739726,0,0,GLondon,3,0.465217391,0.392307692,0.544444444,0.465217391,1,122,0.304029648,0.536986301,0.460273973,0.002739726,0,0,0.166666667
253,18,f,2,high,mixed,mixed/other,16.7103747,886.5824,160.455205,293.12,208.57083,0.153424658,0.643835616,0.194520548,0.008219178,0,GLondon,3.5,0.37826087,0.392307692,0.655555556,0.37826087,1,125,0.197471406,0.279452055,0.542465753,0.156164384,0.021917808,0,0
254,51,f,4,medium,white,white,21.5690233,1692.3591,34.36788065,201.558,183.2514018,0.410958904,0.520547945,0.063013699,0.005479452,0,GLondon,3,0.517391304,0.361538462,0.544444444,0.517391304,1,91,0.261375378,0.4,0.531506849,0.065753425,0.002739726,0,0
255,49,f,5,medium,white,white,33.39439876,1322.21,426.0130268,314.82,235.1457361,0.224657534,0.520547945,0.22739726,0.024657534,0.002739726,GLondon,2,0.37826087,0.115384615,0.322222222,0.37826087,1,146,0.247766144,0.24109589,0.515068493,0.202739726,0.038356164,0.002739726,0
256,36,m,2,high,white,white,27.10743802,1254.861175,258.1412547,340.28,183.1561946,0.205479452,0.575342466,0.191780822,0.02739726,0,GLondon,2.7,0.430434783,0.207692308,0.477777778,0.430434783,1,146,0.892836198,0.178082192,0.605479452,0.208219178,0.008219178,0,0
257,54,m,1,high,white,white,24.36697172,1505.057375,240.7604627,472.0015,165.8953413,0.071232877,0.487671233,0.391780822,0.043835616,0.005479452,GLondon,2.7,0.639130435,0.315384615,0.477777778,0.639130435,1,94,0.946132592,0.057534247,0.471232877,0.408219178,0.063013699,0,0
258,26,m,1,high,white,white,28.19944598,1570.05925,449.5487539,307.55,191.9335562,0.263013699,0.553424658,0.17260274,0.010958904,0,GLondon,2.7,0.413043478,0.176923077,0.477777778,0.413043478,1,64,0.962367039,0.224657534,0.602739726,0.153424658,0.019178082,0,1
259,23,f,3,medium,white,white,18.03309002,1482.255965,327.5064516,476.065,133.1981651,0.016438356,0.556164384,0.416438356,0.010958904,0,GLondon,2.6,0.569565217,0.176923077,0.455555556,0.569565217,1,83,0.0287515,0.032876712,0.523287671,0.42739726,0.016438356,0,0
260,28,m,5,medium,white,white,23.78124341,2219.416,452.968651,856.3507063,564.2581164,0.068493151,0.189041096,0.167123288,0.156164384,0.419178082,GLondon,3.3,0.37826087,0.269230769,0.611111111,0.37826087,1,74,0.880696259,0.046575342,0.178082192,0.164383562,0.216438356,0.394520548,0
261,56,f,5,medium,white,white,30.92393171,1076.046667,94.94003441,262.5116667,129.0485332,0.323287671,0.649315068,0.02739726,0,0,GLondon,2.3,0.552173913,0.269230769,0.388888889,0.552173913,1,79,0.045143147,0.312328767,0.646575342,0.04109589,0,0,0
262,18,f,2,high,mixed,mixed/other,16.7103747,886.5824,160.455205,293.12,208.57083,0.153424658,0.643835616,0.194520548,0.008219178,0,GLondon,3.5,0.517391304,0.207692308,0.655555556,0.517391304,1,109,0.000636126,0.328767123,0.515068493,0.145205479,0.010958904,0,0
263,61,m,5,medium,white,white,22.46551308,1711.5975,286.1880147,124.25,0,1,0,0,0,0,GLondon,2.8,0.430434783,0.130769231,0.5,0.430434783,1,143,0.842804749,1,0,0,0,0,0.25
264,33,f,4,medium,white,white,26.79158448,1211.992444,434.3748261,417.255,286.3885061,0.175342466,0.435616438,0.276712329,0.090410959,0.021917808,GLondon,2.7,0.517391304,0.269230769,0.477777778,0.517391304,1,108,0.134369771,0.167123288,0.424657534,0.265753425,0.126027397,0.016438356,0
265,22,f,4,medium,white,white,19.10768472,1601.9126,890.3400222,535.51,347.900886,0.071232877,0.350684932,0.265753425,0.21369863,0.098630137,GLondon,4.2,0.569565217,0.469230769,0.811111111,0.569565217,1,183,0.440824638,0.090410959,0.334246575,0.323287671,0.17260274,0.079452055,0.333333333
266,27,m,2,high,white,white,24.68096676,2041.224,217.6216108,398.595,105.505607,0.008219178,0.865753425,0.126027397,0,0,GLondon,3.1,0.465217391,0.253846154,0.566666667,0.465217391,1,64,0.986399771,0.046575342,0.750684932,0.202739726,0,0,0.083333333
267,63,m,2,high,white,white,30.10176597,1109.8185,348.8946531,390.7875,286.5903999,0.169863014,0.446575342,0.268493151,0.104109589,0.010958904,GLondon,1.8,0.534782609,0.161538462,0.277777778,0.534782609,1,106,0.996755021,0.164383562,0.438356164,0.282191781,0.095890411,0.019178082,0.5
268,18,f,2,high,mixed,mixed/other,16.7103747,886.5824,160.455205,293.12,208.57083,0.153424658,0.643835616,0.194520548,0.008219178,0,GLondon,2.7,0.37826087,0.161538462,0.477777778,0.37826087,1,59,0.066198931,0.21369863,0.602739726,0.15890411,0.024657534,0,0
269,52,m,7,low,white,white,30.64225704,2489.0157,454.0376393,776.349,278.2460699,0.021917808,0.128767123,0.336986301,0.342465753,0.169863014,GLondon,2.3,0.273913043,0.269230769,0.388888889,0.273913043,1,123,0.926193204,0.010958904,0.147945205,0.265753425,0.317808219,0.257534247,0.333333333
270,41,m,7,low,white,white,19.10084387,2167.8135,374.5458044,199.8,31.84336666,0.547945205,0.452054795,0,0,0,GLondon,2.6,0.430434783,0.1,0.455555556,0.430434783,1,130,0.996311673,0.449315068,0.550684932,0,0,0,0
271,30,f,4,medium,white,white,29.57332727,1245.315,133.1996998,224.13125,74.3941564,0.336986301,0.663013699,0,0,0,GLondon,2.4,0.639130435,0.607692308,0.411111111,0.639130435,1,69,0.05524405,0.331506849,0.668493151,0,0,0,0
272,77,m,3,medium,white,white,28.17263545,857.005875,376.0146069,712.5,288.1040703,0.04109589,0.175342466,0.345205479,0.263013699,0.175342466,GLondon,1.7,0.5,0.1,0.255555556,0.5,1,104,0.972208153,0.021917808,0.208219178,0.298630137,0.317808219,0.153424658,0.333333333
273,58,f,3,medium,white,white,22.18773457,1186.9417,409.2761078,514.98625,137.972925,0.010958904,0.432876712,0.495890411,0.060273973,0,GLondon,1.6,0.465217391,0.146153846,0.233333333,0.465217391,1,63,0.228852948,0.024657534,0.457534247,0.454794521,0.060273973,0.002739726,0.666666667
274,43,m,7,low,white,white,25.80586278,1447.7109,369.3932828,640.4075,234.5312501,0.035616438,0.252054795,0.394520548,0.254794521,0.063013699,GLondon,2.2,0.430434783,0.146153846,0.366666667,0.430434783,1,140,0.556091176,0.035616438,0.252054795,0.347945205,0.301369863,0.063013699,0
275,32,m,3,medium,white,white,30.17002008,1416.9375,68.96631563,574.73,662.8390511,0.128767123,0.208219178,0.169863014,0.180821918,0.312328767,GLondon,2,0.395652174,0.146153846,0.322222222,0.395652174,1,127,0.402703836,0.115068493,0.208219178,0.169863014,0.17260274,0.334246575,0
276,43,m,7,low,white,white,25.80586278,1447.7109,369.3932828,640.4075,234.5312501,0.035616438,0.252054795,0.394520548,0.254794521,0.063013699,GLondon,2.6,0.708695652,0.176923077,0.455555556,0.708695652,1,85,0.178210383,0.02739726,0.24109589,0.419178082,0.268493151,0.043835616,0
277,17,f,2,high,other,mixed/other,19.26516341,1537.795556,715.8125164,465.58,285.0822019,0.139726027,0.405479452,0.295890411,0.131506849,0.02739726,GLondon,3.5,0.343478261,0.346153846,0.655555556,0.343478261,1,84,0.371053806,0.150684932,0.37260274,0.315068493,0.134246575,0.02739726,0.833333333
278,16,f,6,medium,white,white,20.55732904,705.160875,437.0758653,295.665,227.7675804,0.263013699,0.547945205,0.164383562,0.021917808,0.002739726,GLondon,3.4,0.395652174,0.453846154,0.633333333,0.395652174,1,71,0.012932319,0.271232877,0.526027397,0.175342466,0.024657534,0.002739726,0
279,18,f,2,high,white,white,32.68851528,937.103425,375.0265411,273.89,193.6044116,0.282191781,0.578082192,0.131506849,0.008219178,0,GLondon,2.7,0.586956522,0.484615385,0.477777778,0.586956522,1,133,0.157761951,0.290410959,0.605479452,0.098630137,0.005479452,0,0
280,17,f,2,high,other,mixed/other,19.26516341,1537.795556,715.8125164,465.58,285.0822019,0.139726027,0.405479452,0.295890411,0.131506849,0.02739726,GLondon,2.8,0.308695652,0.207692308,0.5,0.308695652,1,165,0.099753498,0.139726027,0.364383562,0.320547945,0.139726027,0.035616438,0.833333333
281,28,f,2,high,white,white,24.21719799,1116.347875,224.8899694,528.7645,97.67342343,0,0.4,0.594520548,0.005479452,0,GLondon,3.2,0.760869565,0.392307692,0.588888889,0.760869565,1,77,0.241145846,0,0.38630137,0.6,0.01369863,0,0.083333333
282,73,m,4,medium,white,white,23.19505895,1825.44085,589.2509813,603.78375,386.2139218,0.079452055,0.309589041,0.263013699,0.224657534,0.123287671,GLondon,3.2,0.726086957,0.315384615,0.588888889,0.726086957,1,107,0.964557939,0.112328767,0.301369863,0.271232877,0.183561644,0.131506849,0
283,25,m,3,medium,white,white,23.56811797,1347.610333,223.9690406,779.6866667,229.389584,0.005479452,0.123287671,0.342465753,0.367123288,0.161643836,GLondon,3.1,0.447826087,0.361538462,0.566666667,0.447826087,1,70,0.776919707,0.008219178,0.134246575,0.334246575,0.336986301,0.18630137,0
284,21,f,2,high,white,white,27.68116462,754.186,304.8996686,96.65666667,93.2076828,0.871232877,0.128767123,0,0,0,GLondon,2.4,0.395652174,0.130769231,0.411111111,0.395652174,1,110,0.197584925,0.835616438,0.164383562,0,0,0,0
285,32,m,4,medium,white,white,29.36320695,2008.10265,499.3955187,229.763,126.9716428,0.364383562,0.621917808,0.01369863,0,0,GLondon,3,0.552173913,0.238461538,0.544444444,0.552173913,1,122,0.940161282,0.408219178,0.578082192,0.01369863,0,0,0.916666667
286,19,m,3,medium,mixed,mixed/other,24.32364244,1347.82,695.8968653,730.435,486.8991445,0.106849315,0.180821918,0.224657534,0.2,0.287671233,GLondon,2.6,0.326086957,0.284615385,0.455555556,0.326086957,1,95,0.857308769,0.101369863,0.145205479,0.18630137,0.224657534,0.342465753,0
287,77,m,3,medium,white,white,28.17263545,857.005875,376.0146069,712.5,288.1040703,0.04109589,0.175342466,0.345205479,0.263013699,0.175342466,GLondon,2.3,0.343478261,0.130769231,0.388888889,0.343478261,1,66,0.878809257,0.035616438,0.178082192,0.353424658,0.282191781,0.150684932,0.333333333
288,31,f,4,medium,white,white,45.82304342,1574.609975,308.453588,580.5966667,374.9974752,0.117808219,0.320547945,0.279452055,0.156164384,0.126027397,GLondon,3.6,0.865217391,0.238461538,0.677777778,0.865217391,1,144,0.376308053,0.090410959,0.257534247,0.336986301,0.175342466,0.139726027,0
289,44,m,5,medium,white,white,25.35177683,1603.0459,479.1433005,180,310.9320752,0.339726027,0.498630137,0.131506849,0.02739726,0.002739726,GLondon,2.3,0.273913043,0.1,0.388888889,0.273913043,1,56,0.794897107,0.331506849,0.452054795,0.169863014,0.038356164,0.008219178,0
290,53,m,1,high,white,white,26.62070286,1610.978525,299.6240436,508.225,192.3808779,0.038356164,0.487671233,0.394520548,0.076712329,0.002739726,GLondon,2.5,0.326086957,0.115384615,0.433333333,0.326086957,1,70,0.616390289,0.035616438,0.468493151,0.397260274,0.095890411,0.002739726,0
291,18,f,1,high,white,white,19.72341969,845.9828,283.3272789,384.31,240.3902086,0.15890411,0.512328767,0.279452055,0.038356164,0.010958904,GLondon,2.9,0.5,0.315384615,0.522222222,0.5,1,121,0.113617504,0.156164384,0.523287671,0.271232877,0.046575342,0.002739726,0
292,27,f,6,medium,other,mixed/other,22.97440413,1039.24425,518.2810738,260.1455333,282.7230829,0.268493151,0.498630137,0.175342466,0.052054795,0.005479452,GLondon,2.6,0.413043478,0.315384615,0.455555556,0.413043478,1,106,0.190311178,0.323287671,0.435616438,0.17260274,0.065753425,0.002739726,0.25
293,18,f,1,high,white,white,19.72341969,845.9828,283.3272789,384.31,240.3902086,0.15890411,0.512328767,0.279452055,0.038356164,0.010958904,GLondon,3.4,0.639130435,0.315384615,0.633333333,0.639130435,1,88,0.185367692,0.180821918,0.471232877,0.293150685,0.043835616,0.010958904,0
294,17,f,2,high,white,white,25.38585855,592.03275,247.2581093,130.925,64.24065107,0.863013699,0.136986301,0,0,0,GLondon,2.9,0.708695652,0.469230769,0.522222222,0.708695652,1,78,0.105339651,0.893150685,0.106849315,0,0,0,0
295,48,m,8,low,white,white,29.78232069,1107.1529,179.4013537,326.675,79.05520835,0.043835616,0.939726027,0.016438356,0,0,GLondon,1.8,0.447826087,0.161538462,0.277777778,0.447826087,1,139,0.907349458,0.030136986,0.947945205,0.021917808,0,0,0.416666667
296,87,f,8,low,white,white,28.03153908,1325.0954,308.2630267,173.75,107.8151582,0.591780822,0.408219178,0,0,0,GLondon,1.6,0.291304348,0.1,0.233333333,0.291304348,1,74,0.158571831,0.542465753,0.454794521,0.002739726,0,0,0
297,60,f,1,high,white,white,26.57691149,1382.640213,472.6384686,484.3275,360.8950528,0.126027397,0.345205479,0.273972603,0.169863014,0.084931507,GLondon,2.3,0.691304348,0.207692308,0.388888889,0.691304348,1,81,0.540713011,0.112328767,0.326027397,0.282191781,0.194520548,0.084931507,0.083333333
298,40,f,5,medium,white,white,20.48142709,844.598125,154.4146857,353.5481,352.8592279,0.2,0.394520548,0.24109589,0.126027397,0.038356164,GLondon,2.6,0.552173913,0.315384615,0.455555556,0.552173913,1,139,0.166285198,0.191780822,0.394520548,0.232876712,0.145205479,0.035616438,0.166666667
299,85,f,l15,low,white,white,30.69868401,1379.775,525.8923591,333.976875,70.39647853,0.02739726,0.967123288,0.005479452,0,0,GLondon,2,0.326086957,0.192307692,0.322222222,0.326086957,1,139,0.103060055,0.02739726,0.967123288,0.005479452,0,0,0
300,24,f,8,low,white,white,27.42593957,828.3534,296.7522449,248.3666667,203.7180425,0.347945205,0.55890411,0.082191781,0.010958904,0,GLondon,2.1,0.726086957,0.438461538,0.344444444,0.726086957,1,147,0.17270424,0.312328767,0.55890411,0.117808219,0.010958904,0,0
301,31,f,4,medium,white,white,45.82304342,1574.609975,308.453588,580.5966667,374.9974752,0.117808219,0.320547945,0.279452055,0.156164384,0.126027397,GLondon,2.8,0.830434783,0.315384615,0.5,0.830434783,1,82,0.048444102,0.104109589,0.312328767,0.246575342,0.21369863,0.123287671,0
302,18,f,1,high,white,white,18.61333085,667.5399463,560.0042719,415.2325,291.0114958,0.147945205,0.463013699,0.249315068,0.123287671,0.016438356,GLondon,3.3,0.5,0.423076923,0.611111111,0.5,1,93,0.253447202,0.18630137,0.449315068,0.216438356,0.123287671,0.024657534,0
303,31,m,5,medium,other,mixed/other,28.28853353,2200.044875,1004.089758,353.8266667,57.589462,0.005479452,0.989041096,0.005479452,0,0,GLondon,2.7,0.256521739,0.161538462,0.477777778,0.256521739,1,89,0.979976302,0.002739726,0.994520548,0.002739726,0,0,0.083333333
304,27,f,6,medium,other,mixed/other,22.97440413,1039.24425,518.2810738,260.1455333,282.7230829,0.268493151,0.498630137,0.175342466,0.052054795,0.005479452,GLondon,2.6,0.256521739,0.223076923,0.455555556,0.256521739,1,86,0.132807398,0.268493151,0.484931507,0.194520548,0.046575342,0.005479452,0.25
305,76,m,3,medium,white,white,34.10741747,1995.5946,292.1953582,780.5,372.2399444,0.052054795,0.167123288,0.246575342,0.271232877,0.263013699,GLondon,2.4,0.62173913,0.176923077,0.411111111,0.62173913,1,139,0.980833629,0.049315068,0.167123288,0.219178082,0.295890411,0.268493151,0.5
306,27,f,3,medium,white,white,23.966765,1389.99595,482.4660231,563.87745,319.3230669,0.123287671,0.301369863,0.249315068,0.246575342,0.079452055,GLondon,3.3,0.552173913,0.5,0.611111111,0.552173913,1,144,0.038125762,0.106849315,0.298630137,0.293150685,0.230136986,0.071232877,0
307,31,m,4,medium,white,white,32.03842122,1421.0782,676.5796942,398.56,253.6685406,0.2,0.449315068,0.279452055,0.063013699,0.008219178,GLondon,2.2,0.447826087,0.192307692,0.366666667,0.447826087,1,120,0.943316113,0.180821918,0.419178082,0.287671233,0.095890411,0.016438356,0.083333333
308,39,m,4,medium,white,white,30.922324,1718.6363,398.238668,476.1475,268.5459719,0.109589041,0.38630137,0.347945205,0.120547945,0.035616438,GLondon,2.3,0.552173913,0.176923077,0.388888889,0.552173913,1,175,0.89655342,0.128767123,0.402739726,0.276712329,0.145205479,0.046575342,0
309,60,m,6,medium,white,white,25.85868158,1182.6395,396.7343145,991.505,210.9006347,0,0.005479452,0.123287671,0.378082192,0.493150685,GLondon,3,0.326086957,0.1,0.544444444,0.326086957,1,123,0.929875976,0,0.01369863,0.087671233,0.419178082,0.479452055,0.833333333
310,37,f,3,medium,white,white,41.65680473,782.3299,185.4796356,19.7,0,1,0,0,0,0,GLondon,3,0.291304348,0.484615385,0.544444444,0.291304348,1,56,0.076345031,1,0,0,0,0,0
311,50,f,4,medium,white,white,24.7240141,1130.69335,320.6932225,243,0,0,1,0,0,0,GLondon,2.7,0.5,0.438461538,0.477777778,0.5,1,104,0.269483341,0,1,0,0,0,0.916666667
312,17,f,1,high,white,white,23.40625051,1099.032,162.5918757,634.17775,204.6435092,0.010958904,0.252054795,0.454794521,0.243835616,0.038356164,GLondon,2.9,0.430434783,0.607692308,0.522222222,0.430434783,1,66,0.545674069,0.005479452,0.221917808,0.482191781,0.260273973,0.030136986,0
313,16,f,2,high,white,white,29.44153458,777.265275,122.7096056,221.52,0,0,1,0,0,0,GLondon,3.2,0.639130435,0.146153846,0.588888889,0.639130435,1,92,0.100985011,0,1,0,0,0,0
314,17,f,2,high,white,white,23.69563418,706.11525,452.7019934,229.2585,242.3218581,0.326027397,0.498630137,0.145205479,0.024657534,0.005479452,GLondon,3.4,0.413043478,0.469230769,0.633333333,0.413043478,1,42,0.054146682,0.290410959,0.517808219,0.164383562,0.02739726,0,0.25
315,41,f,7,low,white,white,32.5576013,1260.7975,336.5793253,542.5625,292.3883774,0.063013699,0.356164384,0.364383562,0.161643836,0.054794521,GLondon,2.8,0.604347826,0.361538462,0.5,0.604347826,1,43,0.279371066,0.087671233,0.350684932,0.331506849,0.164383562,0.065753425,0
316,24,f,2,high,white,white,22.40417877,898.71805,456.4145595,181.48175,149.2935416,0.501369863,0.487671233,0.010958904,0,0,GLondon,2.8,0.656521739,0.423076923,0.5,0.656521739,1,70,0.017015,0.504109589,0.482191781,0.01369863,0,0,0
317,33,f,4,medium,white,white,37.48327062,1021.85875,266.3044,152.5435,169.951524,0.550684932,0.41369863,0.035616438,0,0,GLondon,3.6,0.847826087,0.9,0.677777778,0.847826087,1,87,0.418963756,0.545205479,0.42739726,0.02739726,0,0,0
318,50,m,l15,low,other,mixed/other,27.42317902,1978.9825,450.8472606,237.3813333,92.67305037,0.353424658,0.646575342,0,0,0,GLondon,2.6,0.343478261,0.146153846,0.455555556,0.343478261,1,98,0.743773137,0.326027397,0.673972603,0,0,0,0.5
319,64,m,3,medium,white,white,23.90547094,1719.064875,382.5218694,193.775,92.06282402,0.547945205,0.452054795,0,0,0,GLondon,2.2,0.308695652,0.1,0.366666667,0.308695652,1,77,0.995447535,0.509589041,0.490410959,0,0,0,0.166666667
320,63,f,5,medium,white,white,38.58018826,1243.5925,186.5380568,428.51,86.59375844,0.002739726,0.78630137,0.210958904,0,0,GLondon,2.8,0.482608696,0.376923077,0.5,0.482608696,1,163,0.368224935,0.008219178,0.775342466,0.216438356,0,0,0
321,17,f,1,high,white,white,22.27676981,1538.864725,608.253458,268.95,216.6679921,0.260273973,0.597260274,0.134246575,0.005479452,0.002739726,GLondon,3.4,0.569565217,0.1,0.633333333,0.569565217,1,150,0.085218703,0.315068493,0.531506849,0.145205479,0.008219178,0,0.083333333
322,75,f,4,medium,white,white,29.78521419,881.6275,191.0460471,202.965,186.2298539,0.457534247,0.476712329,0.065753425,0,0,GLondon,1.4,0.256521739,0.146153846,0.188888889,0.256521739,1,81,0.318235125,0.4,0.517808219,0.082191781,0,0,0.666666667
323,52,m,7,low,white,white,34.96498758,1526.43125,993.5906383,444.845,211.2535522,0.093150685,0.468493151,0.38630137,0.043835616,0.008219178,GLondon,2,0.413043478,0.130769231,0.322222222,0.413043478,1,90,0.92095511,0.098630137,0.498630137,0.336986301,0.065753425,0,0.416666667
324,29,m,7,low,white,white,23.24895968,1345.1175,219.6398063,303.94,103.078158,0.175342466,0.78630137,0.038356164,0,0,GLondon,2.8,0.291304348,0.192307692,0.5,0.291304348,1,158,0.993195589,0.115068493,0.846575342,0.038356164,0,0,0
325,32,m,2,high,white,white,25.05564829,2230.3852,677.8762888,1066.497,805.2012517,0.054794521,0.093150685,0.115068493,0.134246575,0.602739726,GLondon,2.5,0.517391304,0.1,0.433333333,0.517391304,1,69,0.799117678,0.049315068,0.093150685,0.128767123,0.139726027,0.589041096,0
326,18,f,1,high,white,white,34.88712407,712.115275,296.9402368,371.9075,380.7497225,0.183561644,0.320547945,0.309589041,0.123287671,0.063013699,GLondon,3.2,0.62173913,0.669230769,0.588888889,0.62173913,1,94,0.063337237,0.2,0.375342466,0.254794521,0.112328767,0.057534247,0
327,25,f,2,high,white,white,28.16208962,966.755225,318.2098772,546.445,216.9717772,0.032876712,0.37260274,0.410958904,0.164383562,0.019178082,GLondon,4,0.482608696,0.3,0.766666667,0.482608696,1,34,0.277345584,0.02739726,0.397260274,0.424657534,0.139726027,0.010958904,0
328,29,m,3,medium,white,white,27.71434551,1563.545,576.9269252,226.8,217.4996782,0.378082192,0.495890411,0.112328767,0.01369863,0,GLondon,2.2,0.517391304,0.115384615,0.366666667,0.517391304,1,88,0.990125757,0.361643836,0.539726027,0.084931507,0.01369863,0,0
329,18,f,2,high,mixed,mixed/other,16.7103747,886.5824,160.455205,293.12,208.57083,0.153424658,0.643835616,0.194520548,0.008219178,0,GLondon,2.4,0.569565217,0.330769231,0.411111111,0.569565217,1,77,0.24096221,0.273972603,0.542465753,0.169863014,0.01369863,0,0
330,57,m,8,low,white,white,29.00531894,1688.7134,198.3543239,107.9216,66.45923738,0.909589041,0.090410959,0,0,0,GLondon,2.3,0.326086957,0.161538462,0.388888889,0.326086957,1,142,0.996874528,0.904109589,0.095890411,0,0,0,0
331,77,f,5,medium,white,white,34.88573407,1301.474525,253.1476541,155.04,115.317676,0.561643836,0.435616438,0.002739726,0,0,GLondon,2.3,0.256521739,0.284615385,0.388888889,0.256521739,1,102,0.202061493,0.649315068,0.350684932,0,0,0,0.333333333
332,77,m,1,high,white,white,25.1889069,1495.15335,203.7773535,280,197.9898987,0.301369863,0.517808219,0.17260274,0.008219178,0,GLondon,1.9,0.726086957,0.130769231,0.3,0.726086957,1,116,0.983538408,0.290410959,0.553424658,0.142465753,0.01369863,0,0
333,67,f,1,high,white,white,29.27456644,1256.62315,409.2160845,175.6235,188.9850171,0.44109589,0.501369863,0.052054795,0.005479452,0,GLondon,1.7,0.360869565,0.192307692,0.255555556,0.360869565,1,74,0.353809861,0.449315068,0.493150685,0.057534247,0,0,0.916666667
334,70,f,4,medium,white,white,42.43584072,1012.577,457.4799717,45.72,0,1,0,0,0,0,GLondon,2.9,0.569565217,0.715384615,0.522222222,0.569565217,1,50,0.037815537,1,0,0,0,0,0.583333333
335,17,f,1,high,white,white,23.4276888,1023.2775,251.4819423,219.915,190.6424425,0.375342466,0.536986301,0.087671233,0,0,GLondon,3.3,0.691304348,0.653846154,0.611111111,0.691304348,1,119,0.13286051,0.378082192,0.553424658,0.068493151,0,0,0
336,43,m,3,medium,white,white,30.73513646,1612.3419,461.827386,882.365,290.1411765,0.005479452,0.087671233,0.219178082,0.298630137,0.389041096,GLondon,2.7,0.62173913,0.223076923,0.477777778,0.62173913,1,75,0.659478805,0.002739726,0.087671233,0.273972603,0.317808219,0.317808219,0.166666667
337,28,f,2,high,white,white,22.79611256,1617.7373,417.2428177,382.23,82.63496032,0.019178082,0.912328767,0.068493151,0,0,GLondon,3.2,0.343478261,0.253846154,0.588888889,0.343478261,1,124,0.370657568,0.021917808,0.857534247,0.120547945,0,0,0
338,33,f,4,medium,white,white,37.48327062,1021.85875,266.3044,152.5435,169.951524,0.550684932,0.41369863,0.035616438,0,0,GLondon,2.9,0.569565217,0.653846154,0.522222222,0.569565217,1,67,0.152050817,0.528767123,0.452054795,0.019178082,0,0,0
339,17,f,1,high,white,white,22.27676981,1538.864725,608.253458,268.95,216.6679921,0.260273973,0.597260274,0.134246575,0.005479452,0.002739726,GLondon,3.2,0.552173913,0.361538462,0.588888889,0.552173913,1,42,0.584515144,0.295890411,0.509589041,0.169863014,0.024657534,0,0.083333333
340,49,f,8,low,white,white,41.71858313,912.8617,97.26480806,769.6,69.41013975,0,0,0.391780822,0.608219178,0,GLondon,2.9,0.569565217,0.469230769,0.522222222,0.569565217,1,79,0.374952035,0,0,0.353424658,0.646575342,0,0.166666667
